timestamp	severity	message	source
2026-01-22 13:17:25	ALERT	"2026/01/22 13:17:25" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'k:' to '\\imqsfile01.imqs.local\D\Data'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 13:17:25	ALERT	"2026/01/22 13:17:25" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 't:' to '\\imqsfile01.imqs.local\D\Public'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 13:17:25	ALERT	"2026/01/22 13:17:25" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'q:' to '\\imqsfile01.imqs.local\D\IT_Data'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 13:17:24	ALERT	"2026/01/22 13:17:24" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'o:' to '\\imqsfile01.imqs.local\D\Dev'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 13:17:24	ALERT	"2026/01/22 13:17:24" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'm:' to '\\imqsfile01.imqs.local\F\Aerial Photos'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 12:20:03	ALERT	"2026/01/22 12:20:03" "1000" "Error" "Application Error" "Faulting application name: svchost.exe_smphost, version: 10.0.26100.5074, time stamp: 0x00e1a740	Application.tsv
2026-01-22 11:22:32	ALERT	"2026/01/22 11:22:32" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'k:' to '\\imqsfile01.imqs.local\D\Data'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 11:22:32	ALERT	"2026/01/22 11:22:32" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 't:' to '\\imqsfile01.imqs.local\D\Public'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 11:22:32	ALERT	"2026/01/22 11:22:32" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'q:' to '\\imqsfile01.imqs.local\D\IT_Data'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 11:22:32	ALERT	"2026/01/22 11:22:32" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'o:' to '\\imqsfile01.imqs.local\D\Dev'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 11:22:32	ALERT	"2026/01/22 11:22:32" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'm:' to '\\imqsfile01.imqs.local\F\Aerial Photos'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 09:26:57	ALERT	"2026/01/22 09:26:57" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'k:' to '\\imqsfile01.imqs.local\D\Data'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 09:26:56	ALERT	"2026/01/22 09:26:56" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 't:' to '\\imqsfile01.imqs.local\D\Public'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 09:26:56	ALERT	"2026/01/22 09:26:56" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'q:' to '\\imqsfile01.imqs.local\D\IT_Data'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 09:26:56	ALERT	"2026/01/22 09:26:56" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'o:' to '\\imqsfile01.imqs.local\D\Dev'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-22 09:26:56	ALERT	"2026/01/22 09:26:56" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'm:' to '\\imqsfile01.imqs.local\F\Aerial Photos'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-21 22:04:53	ALERT	"2026/01/21 22:04:53" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'k:' to '\\imqsfile01.imqs.local\D\Data'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-21 22:04:53	ALERT	"2026/01/21 22:04:53" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 't:' to '\\imqsfile01.imqs.local\D\Public'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-21 22:04:53	ALERT	"2026/01/21 22:04:53" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'q:' to '\\imqsfile01.imqs.local\D\IT_Data'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-21 22:04:53	ALERT	"2026/01/21 22:04:53" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'o:' to '\\imqsfile01.imqs.local\D\Dev'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
2026-01-21 22:04:52	ALERT	"2026/01/21 22:04:52" "4117" "Warning" "Group Policy Drive Maps" "Group Policy Preferences Diagnostic Data: Access denied for 'm:' to '\\imqsfile01.imqs.local\F\Aerial Photos'. Check credentials. Error: 0x00000005 (HRESULT: 0x80070005)."	Application.tsv
